id,text,label,label_name
464,"드림파크 라운딩 만석 불가",0,불가
465,"발권 및 호텔 모두 최종 확정!",1,확정
466,"리조트 디럭스룸 확인중입니다",2,보류
467,"토스카나 일정 Full입니다",0,불가
468,"입금 확인, 발권처리 들어갑니다",1,확정
469,"싱가포르 호텔 컨펌 대기중",2,보류
470,"롯데 제주 해당일 불가합니다",0,불가
471,"서류 확인되어 일정 확정했습니다",1,확정
472,"오사카 수화물 추가 규정 확인중",2,보류
473,"샤인빌 평일도 만석입니다",0,불가
474,"3박 확정 및 안내문 드렸습니다",1,확정
475,"홍콩 룸뷰 변경 가능 여부 확인중",2,보류
476,"제주 골프장 FULL이라 불가",0,불가
477,"4박6일 패키지 확정완료!",1,확정
478,"다낭 항공 승객명 확인중입니다",2,보류
479,"세인트포 잔여 없음으로 불가합니다",0,불가
480,"예약 확정! 바우처 발송했습니다",1,확정
481,"필리핀 호텔 취소규정 확인중",2,보류
482,"9월 나인브릿지 Full불가",0,불가
483,"항공권 발권 성공적으로 완료!",1,확정
484,"리조트 업셀 옵션 검토중입니다",2,보류
485,"블랙스톤 행사일정으로 불가",0,불가
486,"3인 일정 및 발권 확정되었습니다",1,확정
487,"유류비 업데이트 확인 중입니다",2,보류
488,"토요일 라운딩 불가안내드립니다",0,불가
489,"김해출발 항공 확정 처리 완료",1,확정
490,"베트남 Luggage규정 검토중",2,보류
491,"롯데스카이힐 FULL로 불가합니다",0,불가
492,"패키지 확정 문서 발행했습니다",1,확정
493,"후쿠오카 출국 서류 확인 중",2,보류
494,"제주 서귀포 CC 예약불가",0,불가
495,"입금확인 완료! 확정 드립니다",1,확정
496,"호텔 성수기 요금 확인중입니다",2,보류
497,"세인트포 단체 우선으로 불가",0,불가
498,"발권 완료 및 체크인 안내드렸습니다",1,확정
499,"일본 노선 좌석 현황 조회중입니다",2,보류
500,"10월 제주 핀크스 예약 만석으로 불가합니다",0,불가
501,"일단 좌석은 잡아뒀는데 결제 전이라 취소될 수 있습니다",2,보류
502,"가예약 걸어둔 상태라 아직 100% 확정은 아닙니다",2,보류
503,"방은 잡았는데 요금이 인상되어서 진행하실지 확인 부탁드려요",2,보류
504,"주말이라 요금이 평소보다 비싼데 그대로 진행할까요?",2,보류
505,"일단 대기 걸고 30분 뒤에 결과 나오면 연락드릴게요",2,보류
506,"항공권 임시로 잡아놨으니 5시까지 입금 부탁드립니다",2,보류
507,"티켓팅 마쳤습니다 파일 확인해주세요",1,확정
508,"발권 끝났으니 바우처 참고하세요",1,확정
509,"사장님 그 날짜는 전멸이라 예약이 안 됩니다",0,불가
510,"이번 연휴는 티업이 씨가 말라서 어렵겠는데요",0,불가
511,"요청하신 날짜는 방 빼기가 너무 빡세서 안 될 것 같아요",0,불가
512,"일단 홀딩해놨는데 확정서는 내일 나옵니다",2,보류
513,"좌석 확보는 했는데 리턴편이 대기 상태입니다",2,보류
514,"금액이 좀 세게 나왔는데 컨펌하시겠습니까?",2,보류
515,"성수기라 가격 변동 심한데 괜찮으세요?",2,보류
516,"예약 걸어놨고 담당자 승인 기다리는 중입니다",2,보류
517,"티켓 끊어드렸어요 카톡 확인 부탁해요",1,확정
518,"수배 끝났습니다 즐거운 여행 되세요",1,확정
519,"방금 막 마감돼서 진행 어렵습니다",0,불가
520,"아쉽게도 해당일은 풀부킹이라 대기도 안 받아줍니다",0,불가
521,"잡아두긴 했는데 입금 늦어지면 풀릴 수 있어요",2,보류
522,"가예약번호 나왔으니 결제 진행해주세요",2,보류
523,"지금 요금으로 진행할지 손님께 여쭤봐주세요",2,보류
524,"호텔 측에서 요금 인상 공지 왔는데 진행 하시나요?",2,보류
525,"일단 넣어놨는데 확정 여부는 오후에 나옵니다",2,보류
526,"좌석 블락 잡아뒀으니 명단 주세요",2,보류
527,"발권 처리 완료했습니다 걱정 마세요",1,확정
528,"모든 수배 마무리되었습니다",1,확정
529,"그 날짜는 죽어도 안 나오네요 죄송합니다",0,불가
530,"취소표도 안 나오는 상황이라 불가합니다",0,불가
531,"일단 잡고 1시간 뒤에 다시 체크하겠습니다",2,보류
532,"가부킹 상태입니다 확정되면 문자 드릴게요",2,보류
533,"비용이 예산보다 오버되는데 진행 원하시나요?",2,보류
534,"주말 서차지 발생하는데 괜찮으신가요?",2,보류
535,"방은 잡아놨는데 조식 포함 여부 확인 중입니다",2,보류
536,"블럭 잡아놨으니 확정서 보내드릴게요",2,보류
537,"요청하신 건 마무리지었습니다",1,확정
538,"발권 완료! 문제 없이 진행됩니다",1,확정
539,"해당 구장은 행사가 많아서 예약이 꽉 막혔습니다",0,불가
540,"전 타임 마감이라 비집고 들어갈 틈이 없네요",0,불가
